goos: freebsd
goarch: amd64
cpu: Intel(R) Core(TM) i7-6700K CPU @ 4.00GHz
                                 │  binary.txt  │
                                 │    sec/op    │
Get/Btree/Sawtooth/Order-180-8     68.36n ±  2%
Get/Btree/Sawtooth/Order-182-8     67.30n ±  1%
Get/Btree/Sawtooth/Order-184-8     67.11n ±  0%
Get/Btree/Sawtooth/Order-186-8     67.27n ±  0%
Get/Btree/Sawtooth/Order-188-8     67.11n ±  0%
Get/Btree/Sawtooth/Order-190-8     67.27n ±  1%
Get/Btree/Sawtooth/Order-192-8     67.61n ±  0%
Get/Btree/Sawtooth/Order-194-8     67.73n ±  0%
Get/Btree/Sawtooth/Order-196-8     67.34n ±  1%
Get/Btree/Sawtooth/Order-198-8     67.33n ±  1%
Get/Btree/Sawtooth/Order-200-8     67.47n ±  0%
Get/Btree/Sawtooth/Order-202-8     67.67n ±  1%
Get/Btree/Sawtooth/Order-204-8     67.15n ±  0%
Get/Btree/Sawtooth/Order-206-8     67.45n ±  0%
Get/Btree/Sawtooth/Order-208-8     67.35n ±  1%
Get/Btree/Sawtooth/Order-210-8     67.75n ±  1%
Get/Btree/Sawtooth/Order-212-8     67.81n ±  0%
Get/Btree/Sawtooth/Order-214-8     67.37n ±  0%
Get/Btree/Sawtooth/Order-216-8     67.69n ±  0%
Get/Btree/Sawtooth/Order-218-8     67.84n ±  1%
Get/Btree/Sawtooth/Order-220-8     67.83n ±  0%
Get/Btree/Sawtooth/Order-222-8     67.96n ±  0%
Get/Btree/Sawtooth/Order-224-8     67.29n ±  0%
Get/Btree/Sawtooth/Order-226-8     67.67n ±  0%
Get/Btree/Sawtooth/Order-228-8     67.88n ±  1%
Get/Btree/Sawtooth/Order-230-8     67.94n ±  1%
Get/Btree/Sawtooth/Order-232-8     68.11n ±  0%
Get/Btree/Sawtooth/Order-234-8     68.04n ±  0%
Get/Btree/Sawtooth/Order-236-8     67.88n ±  1%
Get/Btree/Sawtooth/Order-238-8     68.06n ±  0%
Get/Btree/Sawtooth/Order-240-8     68.05n ±  0%
Get/Btree/Sawtooth/Order-242-8     68.22n ±  1%
Get/Btree/Sawtooth/Order-244-8     70.17n ±  3%
Get/Btree/Sawtooth/Order-246-8     68.23n ±  0%
Get/Btree/Sawtooth/Order-248-8     68.65n ±  0%
Get/Btree/Sawtooth/Order-250-8     67.99n ±  0%
Get/Btree/Sawtooth/Order-252-8     68.02n ±  0%
Get/Btree/Sawtooth/Order-254-8     68.04n ±  0%
Get/Btree/Sawtooth/Order-256-8     68.41n ±  1%
Get/Map/Random-8                   58.15n ±  1%
Get/Map/Ascending-8                50.17n ±  3%
Get/Map/Descending-8               49.82n ±  3%
Get/Map/Sawtooth-8                 49.80n ±  1%
Del/Btree/Random/Order-2-8         600.5n ±  3%
Del/Btree/Random/Order-4-8         409.9n ±  3%
Del/Btree/Random/Order-6-8         354.1n ±  4%
Del/Btree/Random/Order-8-8         324.2n ±  3%
Del/Btree/Random/Order-10-8        312.6n ±  2%
Del/Btree/Random/Order-12-8        298.9n ±  2%
Del/Btree/Random/Order-14-8        292.1n ±  3%
Del/Btree/Random/Order-16-8        291.2n ±  1%
Del/Btree/Random/Order-18-8        292.1n ±  5%
Del/Btree/Random/Order-20-8        287.7n ±  1%
Del/Btree/Random/Order-22-8        284.2n ±  2%
Del/Btree/Random/Order-24-8        292.5n ±  2%
Del/Btree/Random/Order-26-8        291.7n ±  2%
Del/Btree/Random/Order-28-8        285.5n ±  2%
Del/Btree/Random/Order-30-8        288.4n ±  2%
Del/Btree/Random/Order-32-8        289.5n ±  2%
Del/Btree/Random/Order-34-8        286.7n ±  2%
Del/Btree/Random/Order-36-8        290.1n ±  2%
Del/Btree/Random/Order-38-8        296.1n ±  1%
Del/Btree/Random/Order-40-8        291.1n ±  2%
Del/Btree/Random/Order-42-8        290.4n ±  1%
Del/Btree/Random/Order-44-8        293.2n ±  3%
Del/Btree/Random/Order-46-8        287.6n ±  1%
Del/Btree/Random/Order-48-8        292.9n ±  1%
Del/Btree/Random/Order-50-8        289.9n ±  1%
Del/Btree/Random/Order-52-8        291.4n ±  2%
Del/Btree/Random/Order-54-8        288.2n ±  0%
Del/Btree/Random/Order-56-8        294.9n ±  3%
Del/Btree/Random/Order-58-8        289.9n ±  1%
Del/Btree/Random/Order-60-8        288.3n ±  2%
Del/Btree/Random/Order-62-8        288.3n ±  3%
Del/Btree/Random/Order-64-8        291.2n ±  2%
Del/Btree/Random/Order-66-8        288.4n ±  3%
Del/Btree/Random/Order-68-8        290.3n ±  2%
Del/Btree/Random/Order-70-8        291.6n ±  1%
Del/Btree/Random/Order-72-8        304.6n ±  1%
Del/Btree/Random/Order-74-8        301.6n ±  1%
Del/Btree/Random/Order-76-8        303.4n ±  1%
Del/Btree/Random/Order-78-8        302.7n ±  1%
Del/Btree/Random/Order-80-8        303.8n ±  3%
Del/Btree/Random/Order-82-8        302.7n ±  2%
Del/Btree/Random/Order-84-8        303.1n ±  2%
Del/Btree/Random/Order-86-8        295.3n ±  2%
Del/Btree/Random/Order-88-8        296.2n ±  2%
Del/Btree/Random/Order-90-8        296.2n ±  1%
Del/Btree/Random/Order-92-8        298.6n ±  2%
Del/Btree/Random/Order-94-8        305.0n ±  3%
Del/Btree/Random/Order-96-8        297.6n ±  1%
Del/Btree/Random/Order-98-8        298.6n ±  1%
Del/Btree/Random/Order-100-8       299.6n ±  2%
Del/Btree/Random/Order-102-8       303.4n ±  1%
Del/Btree/Random/Order-104-8       303.2n ±  3%
Del/Btree/Random/Order-106-8       306.3n ±  2%
Del/Btree/Random/Order-108-8       305.7n ±  2%
Del/Btree/Random/Order-110-8       305.9n ±  1%
Del/Btree/Random/Order-112-8       307.6n ±  2%
Del/Btree/Random/Order-114-8       307.4n ±  2%
Del/Btree/Random/Order-116-8       308.9n ±  5%
Del/Btree/Random/Order-118-8       311.6n ±  1%
Del/Btree/Random/Order-120-8       313.1n ±  7%
Del/Btree/Random/Order-122-8       327.4n ±  5%
Del/Btree/Random/Order-124-8       327.8n ±  5%
Del/Btree/Random/Order-126-8       345.1n ±  9%
Del/Btree/Random/Order-128-8       317.2n ±  2%
Del/Btree/Random/Order-130-8       316.0n ±  2%
Del/Btree/Random/Order-132-8       317.4n ±  3%
Del/Btree/Random/Order-134-8       324.7n ±  2%
Del/Btree/Random/Order-136-8       320.9n ±  3%
Del/Btree/Random/Order-138-8       329.2n ±  3%
Del/Btree/Random/Order-140-8       326.4n ±  2%
Del/Btree/Random/Order-142-8       319.6n ±  3%
Del/Btree/Random/Order-144-8       319.4n ±  3%
Del/Btree/Random/Order-146-8       326.0n ±  2%
Del/Btree/Random/Order-148-8       322.8n ±  1%
Del/Btree/Random/Order-150-8       328.8n ±  2%
Del/Btree/Random/Order-152-8       328.3n ±  2%
Del/Btree/Random/Order-154-8       323.9n ±  3%
Del/Btree/Random/Order-156-8       328.6n ±  4%
Del/Btree/Random/Order-158-8       332.7n ±  2%
Del/Btree/Random/Order-160-8       337.7n ±  3%
Del/Btree/Random/Order-162-8       335.3n ±  2%
Del/Btree/Random/Order-164-8       334.1n ±  2%
Del/Btree/Random/Order-166-8       334.6n ±  2%
Del/Btree/Random/Order-168-8       337.5n ±  2%
Del/Btree/Random/Order-170-8       338.3n ±  3%
Del/Btree/Random/Order-172-8       343.0n ±  2%
Del/Btree/Random/Order-174-8       341.5n ±  1%
Del/Btree/Random/Order-176-8       343.3n ±  2%
Del/Btree/Random/Order-178-8       345.2n ±  2%
Del/Btree/Random/Order-180-8       346.6n ±  1%
Del/Btree/Random/Order-182-8       352.4n ±  2%
Del/Btree/Random/Order-184-8       347.4n ±  5%
Del/Btree/Random/Order-186-8       358.7n ±  6%
Del/Btree/Random/Order-188-8       350.5n ±  2%
Del/Btree/Random/Order-190-8       348.8n ±  1%
Del/Btree/Random/Order-192-8       349.3n ±  0%
Del/Btree/Random/Order-194-8       351.5n ±  1%
Del/Btree/Random/Order-196-8       351.9n ±  0%
Del/Btree/Random/Order-198-8       353.0n ±  0%
Del/Btree/Random/Order-200-8       353.9n ±  1%
Del/Btree/Random/Order-202-8       355.7n ±  1%
Del/Btree/Random/Order-204-8       356.4n ±  1%
Del/Btree/Random/Order-206-8       356.4n ±  0%
Del/Btree/Random/Order-208-8       357.4n ±  0%
Del/Btree/Random/Order-210-8       360.8n ±  1%
Del/Btree/Random/Order-212-8       360.1n ±  1%
Del/Btree/Random/Order-214-8       364.6n ±  1%
Del/Btree/Random/Order-216-8       365.4n ±  1%
Del/Btree/Random/Order-218-8       367.0n ±  1%
Del/Btree/Random/Order-220-8       368.8n ±  1%
Del/Btree/Random/Order-222-8       370.9n ±  1%
Del/Btree/Random/Order-224-8       370.2n ±  1%
Del/Btree/Random/Order-226-8       371.6n ±  1%
Del/Btree/Random/Order-228-8       374.1n ±  0%
Del/Btree/Random/Order-230-8       376.1n ±  1%
Del/Btree/Random/Order-232-8       376.9n ±  0%
Del/Btree/Random/Order-234-8       379.8n ±  1%
Del/Btree/Random/Order-236-8       379.4n ±  0%
Del/Btree/Random/Order-238-8       381.7n ±  1%
Del/Btree/Random/Order-240-8       383.6n ±  1%
Del/Btree/Random/Order-242-8       383.4n ±  1%
Del/Btree/Random/Order-244-8       386.4n ±  3%
Del/Btree/Random/Order-246-8       386.4n ±  0%
Del/Btree/Random/Order-248-8       387.1n ±  0%
Del/Btree/Random/Order-250-8       389.6n ±  1%
Del/Btree/Random/Order-252-8       389.7n ±  1%
Del/Btree/Random/Order-254-8       390.6n ±  2%
Del/Btree/Random/Order-256-8       390.4n ±  0%
Del/Btree/Ascending/Order-2-8      69.48n ±  2%
Del/Btree/Ascending/Order-4-8      53.58n ±  1%
Del/Btree/Ascending/Order-6-8      41.92n ±  2%
Del/Btree/Ascending/Order-8-8      39.91n ±  3%
Del/Btree/Ascending/Order-10-8     37.77n ±  2%
Del/Btree/Ascending/Order-12-8     35.98n ±  5%
Del/Btree/Ascending/Order-14-8     35.41n ±  0%
Del/Btree/Ascending/Order-16-8     36.29n ±  1%
Del/Btree/Ascending/Order-18-8     34.23n ±  1%
Del/Btree/Ascending/Order-20-8     34.34n ±  1%
Del/Btree/Ascending/Order-22-8     35.00n ±  1%
Del/Btree/Ascending/Order-24-8     36.46n ±  6%
Del/Btree/Ascending/Order-26-8     34.81n ±  1%
Del/Btree/Ascending/Order-28-8     33.67n ±  1%
Del/Btree/Ascending/Order-30-8     35.58n ±  1%
Del/Btree/Ascending/Order-32-8     36.14n ±  1%
Del/Btree/Ascending/Order-34-8     36.31n ±  0%
Del/Btree/Ascending/Order-36-8     36.62n ±  1%
Del/Btree/Ascending/Order-38-8     37.09n ±  0%
Del/Btree/Ascending/Order-40-8     37.62n ±  1%
Del/Btree/Ascending/Order-42-8     38.74n ±  2%
Del/Btree/Ascending/Order-44-8     38.09n ±  1%
Del/Btree/Ascending/Order-46-8     38.65n ±  0%
Del/Btree/Ascending/Order-48-8     40.32n ±  4%
Del/Btree/Ascending/Order-50-8     40.24n ±  3%
Del/Btree/Ascending/Order-52-8     40.64n ±  1%
Del/Btree/Ascending/Order-54-8     41.28n ±  1%
Del/Btree/Ascending/Order-56-8     41.87n ±  2%
Del/Btree/Ascending/Order-58-8     42.05n ±  3%
Del/Btree/Ascending/Order-60-8     42.23n ±  0%
Del/Btree/Ascending/Order-62-8     42.76n ±  0%
Del/Btree/Ascending/Order-64-8     42.96n ±  0%
Del/Btree/Ascending/Order-66-8     43.32n ±  0%
Del/Btree/Ascending/Order-68-8     44.11n ±  1%
Del/Btree/Ascending/Order-70-8     44.46n ±  0%
Del/Btree/Ascending/Order-72-8     44.58n ±  1%
Del/Btree/Ascending/Order-74-8     44.77n ±  0%
Del/Btree/Ascending/Order-76-8     45.03n ±  1%
Del/Btree/Ascending/Order-78-8     45.38n ±  1%
Del/Btree/Ascending/Order-80-8     46.02n ±  0%
Del/Btree/Ascending/Order-82-8     46.56n ±  2%
Del/Btree/Ascending/Order-84-8     47.46n ±  3%
Del/Btree/Ascending/Order-86-8     47.69n ±  0%
Del/Btree/Ascending/Order-88-8     48.34n ±  0%
Del/Btree/Ascending/Order-90-8     48.99n ±  1%
Del/Btree/Ascending/Order-92-8     49.49n ±  0%
Del/Btree/Ascending/Order-94-8     49.91n ±  1%
Del/Btree/Ascending/Order-96-8     50.45n ±  0%
Del/Btree/Ascending/Order-98-8     50.98n ±  1%
Del/Btree/Ascending/Order-100-8    51.69n ±  0%
Del/Btree/Ascending/Order-102-8    52.08n ±  0%
Del/Btree/Ascending/Order-104-8    53.08n ±  1%
Del/Btree/Ascending/Order-106-8    53.26n ±  1%
Del/Btree/Ascending/Order-108-8    53.74n ±  0%
Del/Btree/Ascending/Order-110-8    54.28n ±  0%
Del/Btree/Ascending/Order-112-8    54.84n ±  0%
Del/Btree/Ascending/Order-114-8    55.34n ±  0%
Del/Btree/Ascending/Order-116-8    55.92n ±  0%
Del/Btree/Ascending/Order-118-8    56.56n ±  0%
Del/Btree/Ascending/Order-120-8    57.04n ±  1%
Del/Btree/Ascending/Order-122-8    57.83n ±  1%
Del/Btree/Ascending/Order-124-8    58.32n ±  0%
Del/Btree/Ascending/Order-126-8    58.81n ±  0%
Del/Btree/Ascending/Order-128-8    59.34n ±  1%
Del/Btree/Ascending/Order-130-8    59.65n ±  0%
Del/Btree/Ascending/Order-132-8    60.23n ±  0%
Del/Btree/Ascending/Order-134-8    61.00n ±  1%
Del/Btree/Ascending/Order-136-8    61.43n ±  0%
Del/Btree/Ascending/Order-138-8    61.99n ±  0%
Del/Btree/Ascending/Order-140-8    62.45n ±  0%
Del/Btree/Ascending/Order-142-8    63.03n ±  0%
Del/Btree/Ascending/Order-144-8    63.46n ±  0%
Del/Btree/Ascending/Order-146-8    64.24n ±  0%
Del/Btree/Ascending/Order-148-8    64.53n ±  0%
Del/Btree/Ascending/Order-150-8    65.33n ±  1%
Del/Btree/Ascending/Order-152-8    65.66n ±  0%
Del/Btree/Ascending/Order-154-8    66.33n ±  0%
Del/Btree/Ascending/Order-156-8    66.84n ±  0%
Del/Btree/Ascending/Order-158-8    67.37n ±  1%
Del/Btree/Ascending/Order-160-8    68.06n ±  0%
Del/Btree/Ascending/Order-162-8    68.39n ±  0%
Del/Btree/Ascending/Order-164-8    68.93n ±  0%
Del/Btree/Ascending/Order-166-8    69.53n ±  0%
Del/Btree/Ascending/Order-168-8    70.14n ±  0%
Del/Btree/Ascending/Order-170-8    70.61n ±  0%
Del/Btree/Ascending/Order-172-8    71.50n ±  0%
Del/Btree/Ascending/Order-174-8    72.11n ±  0%
Del/Btree/Ascending/Order-176-8    72.65n ±  0%
Del/Btree/Ascending/Order-178-8    73.07n ±  0%
Del/Btree/Ascending/Order-180-8    73.72n ±  0%
Del/Btree/Ascending/Order-182-8    74.25n ±  0%
Del/Btree/Ascending/Order-184-8    74.75n ±  1%
Del/Btree/Ascending/Order-186-8    75.36n ±  0%
Del/Btree/Ascending/Order-188-8    75.86n ±  0%
Del/Btree/Ascending/Order-190-8    76.47n ±  0%
Del/Btree/Ascending/Order-192-8    76.97n ±  0%
Del/Btree/Ascending/Order-194-8    77.55n ±  0%
Del/Btree/Ascending/Order-196-8    78.27n ±  0%
Del/Btree/Ascending/Order-198-8    78.55n ±  0%
Del/Btree/Ascending/Order-200-8    79.18n ±  0%
Del/Btree/Ascending/Order-202-8    79.76n ±  0%
Del/Btree/Ascending/Order-204-8    80.30n ±  0%
Del/Btree/Ascending/Order-206-8    80.81n ±  0%
Del/Btree/Ascending/Order-208-8    81.39n ±  0%
Del/Btree/Ascending/Order-210-8    82.02n ±  0%
Del/Btree/Ascending/Order-212-8    82.55n ±  0%
Del/Btree/Ascending/Order-214-8    83.05n ±  0%
Del/Btree/Ascending/Order-216-8    83.70n ±  0%
Del/Btree/Ascending/Order-218-8    84.11n ±  0%
Del/Btree/Ascending/Order-220-8    84.71n ±  0%
Del/Btree/Ascending/Order-222-8    85.14n ±  0%
Del/Btree/Ascending/Order-224-8    85.82n ±  0%
Del/Btree/Ascending/Order-226-8    86.36n ±  0%
Del/Btree/Ascending/Order-228-8    86.92n ±  0%
Del/Btree/Ascending/Order-230-8    87.54n ±  0%
Del/Btree/Ascending/Order-232-8    88.05n ±  0%
Del/Btree/Ascending/Order-234-8    88.67n ±  0%
Del/Btree/Ascending/Order-236-8    89.37n ±  0%
Del/Btree/Ascending/Order-238-8    89.73n ±  0%
Del/Btree/Ascending/Order-240-8    90.37n ±  0%
Del/Btree/Ascending/Order-242-8    90.84n ±  0%
Del/Btree/Ascending/Order-244-8    91.37n ±  0%
Del/Btree/Ascending/Order-246-8    91.96n ±  0%
Del/Btree/Ascending/Order-248-8    92.52n ±  0%
Del/Btree/Ascending/Order-250-8    93.06n ±  0%
Del/Btree/Ascending/Order-252-8    93.62n ±  0%
Del/Btree/Ascending/Order-254-8    94.16n ±  0%
Del/Btree/Ascending/Order-256-8    94.83n ±  0%
Del/Btree/Descending/Order-2-8     84.28n ±  1%
Del/Btree/Descending/Order-4-8     50.98n ±  1%
Del/Btree/Descending/Order-6-8     39.44n ±  0%
Del/Btree/Descending/Order-8-8     34.01n ±  2%
Del/Btree/Descending/Order-10-8    31.59n ±  1%
Del/Btree/Descending/Order-12-8    28.93n ±  1%
Del/Btree/Descending/Order-14-8    27.24n ±  1%
Del/Btree/Descending/Order-16-8    26.59n ±  2%
Del/Btree/Descending/Order-18-8    25.82n ±  1%
Del/Btree/Descending/Order-20-8    25.17n ±  2%
Del/Btree/Descending/Order-22-8    24.25n ±  2%
Del/Btree/Descending/Order-24-8    23.81n ±  4%
Del/Btree/Descending/Order-26-8    22.88n ±  1%
Del/Btree/Descending/Order-28-8    21.52n ±  0%
Del/Btree/Descending/Order-30-8    21.63n ±  1%
Del/Btree/Descending/Order-32-8    22.16n ±  1%
Del/Btree/Descending/Order-34-8    21.91n ±  3%
Del/Btree/Descending/Order-36-8    21.75n ±  0%
Del/Btree/Descending/Order-38-8    21.94n ±  2%
Del/Btree/Descending/Order-40-8    21.43n ±  1%
Del/Btree/Descending/Order-42-8    21.33n ±  1%
Del/Btree/Descending/Order-44-8    21.19n ±  0%
Del/Btree/Descending/Order-46-8    20.88n ±  1%
Del/Btree/Descending/Order-48-8    22.11n ±  2%
Del/Btree/Descending/Order-50-8    20.87n ±  1%
Del/Btree/Descending/Order-52-8    21.04n ±  2%
Del/Btree/Descending/Order-54-8    21.14n ±  3%
Del/Btree/Descending/Order-56-8    20.77n ±  1%
Del/Btree/Descending/Order-58-8    20.11n ±  1%
Del/Btree/Descending/Order-60-8    20.07n ±  2%
Del/Btree/Descending/Order-62-8    20.09n ±  1%
Del/Btree/Descending/Order-64-8    19.99n ±  0%
Del/Btree/Descending/Order-66-8    19.30n ±  1%
Del/Btree/Descending/Order-68-8    19.20n ±  1%
Del/Btree/Descending/Order-70-8    18.76n ±  2%
Del/Btree/Descending/Order-72-8    18.91n ±  0%
Del/Btree/Descending/Order-74-8    18.48n ±  1%
Del/Btree/Descending/Order-76-8    18.18n ±  0%
Del/Btree/Descending/Order-78-8    17.96n ±  1%
Del/Btree/Descending/Order-80-8    18.52n ±  1%
Del/Btree/Descending/Order-82-8    17.82n ±  1%
Del/Btree/Descending/Order-84-8    17.91n ±  1%
Del/Btree/Descending/Order-86-8    18.00n ±  1%
Del/Btree/Descending/Order-88-8    17.86n ±  0%
Del/Btree/Descending/Order-90-8    17.76n ±  0%
Del/Btree/Descending/Order-92-8    17.79n ±  1%
Del/Btree/Descending/Order-94-8    17.63n ±  0%
Del/Btree/Descending/Order-96-8    18.01n ±  1%
Del/Btree/Descending/Order-98-8    17.51n ±  1%
Del/Btree/Descending/Order-100-8   17.45n ±  1%
Del/Btree/Descending/Order-102-8   17.62n ±  1%
Del/Btree/Descending/Order-104-8   17.55n ±  0%
Del/Btree/Descending/Order-106-8   17.39n ±  0%
Del/Btree/Descending/Order-108-8   17.48n ±  0%
Del/Btree/Descending/Order-110-8   17.55n ±  0%
Del/Btree/Descending/Order-112-8   17.77n ±  2%
Del/Btree/Descending/Order-114-8   17.45n ±  1%
Del/Btree/Descending/Order-116-8   17.43n ±  0%
Del/Btree/Descending/Order-118-8   17.35n ±  1%
Del/Btree/Descending/Order-120-8   17.44n ±  1%
Del/Btree/Descending/Order-122-8   17.31n ±  0%
Del/Btree/Descending/Order-124-8   17.37n ±  1%
Del/Btree/Descending/Order-126-8   17.27n ±  1%
Del/Btree/Descending/Order-128-8   17.66n ±  1%
Del/Btree/Descending/Order-130-8   17.29n ±  1%
Del/Btree/Descending/Order-132-8   17.35n ±  1%
Del/Btree/Descending/Order-134-8   17.59n ±  3%
Del/Btree/Descending/Order-136-8   17.16n ±  1%
Del/Btree/Descending/Order-138-8   17.31n ±  1%
Del/Btree/Descending/Order-140-8   17.73n ±  3%
Del/Btree/Descending/Order-142-8   17.27n ±  1%
Del/Btree/Descending/Order-144-8   17.89n ±  1%
Del/Btree/Descending/Order-146-8   17.66n ±  1%
Del/Btree/Descending/Order-148-8   17.66n ±  1%
Del/Btree/Descending/Order-150-8   17.55n ±  1%
Del/Btree/Descending/Order-152-8   17.56n ±  1%
Del/Btree/Descending/Order-154-8   17.47n ±  0%
Del/Btree/Descending/Order-156-8   17.38n ±  1%
Del/Btree/Descending/Order-158-8   17.97n ±  3%
Del/Btree/Descending/Order-160-8   17.64n ±  1%
Del/Btree/Descending/Order-162-8   17.38n ±  1%
Del/Btree/Descending/Order-164-8   17.34n ±  2%
Del/Btree/Descending/Order-166-8   17.26n ±  2%
Del/Btree/Descending/Order-168-8   17.30n ±  1%
Del/Btree/Descending/Order-170-8   17.09n ±  1%
Del/Btree/Descending/Order-172-8   17.17n ±  1%
Del/Btree/Descending/Order-174-8   17.11n ±  1%
Del/Btree/Descending/Order-176-8   17.85n ±  4%
Del/Btree/Descending/Order-178-8   16.97n ±  0%
Del/Btree/Descending/Order-180-8   17.64n ±  3%
Del/Btree/Descending/Order-182-8   17.03n ±  1%
Del/Btree/Descending/Order-184-8   16.94n ±  1%
Del/Btree/Descending/Order-186-8   16.92n ±  1%
Del/Btree/Descending/Order-188-8   16.89n ±  2%
Del/Btree/Descending/Order-190-8   16.96n ±  1%
Del/Btree/Descending/Order-192-8   17.11n ±  1%
Del/Btree/Descending/Order-194-8   16.88n ±  1%
Del/Btree/Descending/Order-196-8   16.86n ±  1%
Del/Btree/Descending/Order-198-8   17.04n ±  1%
Del/Btree/Descending/Order-200-8   16.96n ±  1%
Del/Btree/Descending/Order-202-8   16.80n ±  1%
Del/Btree/Descending/Order-204-8   16.89n ±  1%
Del/Btree/Descending/Order-206-8   16.90n ±  1%
Del/Btree/Descending/Order-208-8   17.05n ±  1%
Del/Btree/Descending/Order-210-8   16.77n ±  1%
Del/Btree/Descending/Order-212-8   16.82n ±  1%
Del/Btree/Descending/Order-214-8   16.90n ±  1%
Del/Btree/Descending/Order-216-8   16.88n ±  1%
Del/Btree/Descending/Order-218-8   16.81n ±  1%
Del/Btree/Descending/Order-220-8   16.96n ±  6%
Del/Btree/Descending/Order-222-8   16.81n ±  1%
Del/Btree/Descending/Order-224-8   16.94n ±  5%
Del/Btree/Descending/Order-226-8   16.72n ±  1%
Del/Btree/Descending/Order-228-8   16.79n ±  4%
Del/Btree/Descending/Order-230-8   16.88n ±  1%
Del/Btree/Descending/Order-232-8   16.76n ±  2%
Del/Btree/Descending/Order-234-8   16.79n ±  1%
Del/Btree/Descending/Order-236-8   16.77n ±  1%
Del/Btree/Descending/Order-238-8   16.70n ±  1%
Del/Btree/Descending/Order-240-8   18.07n ±  6%
Del/Btree/Descending/Order-242-8   16.85n ±  2%
Del/Btree/Descending/Order-244-8   17.48n ±  5%
Del/Btree/Descending/Order-246-8   16.71n ±  1%
Del/Btree/Descending/Order-248-8   16.69n ±  1%
Del/Btree/Descending/Order-250-8   16.84n ±  1%
Del/Btree/Descending/Order-252-8   16.54n ±  1%
Del/Btree/Descending/Order-254-8   16.60n ±  1%
Del/Btree/Descending/Order-256-8   16.86n ±  1%
Del/Btree/Sawtooth/Order-2-8       74.59n ±  3%
Del/Btree/Sawtooth/Order-4-8       58.95n ±  1%
Del/Btree/Sawtooth/Order-6-8       59.31n ±  0%
Del/Btree/Sawtooth/Order-8-8       60.67n ±  1%
Del/Btree/Sawtooth/Order-10-8      59.96n ±  0%
Del/Btree/Sawtooth/Order-12-8      53.01n ±  1%
Del/Btree/Sawtooth/Order-14-8      59.62n ±  1%
Del/Btree/Sawtooth/Order-16-8      55.80n ±  0%
Del/Btree/Sawtooth/Order-18-8      54.42n ±  0%
Del/Btree/Sawtooth/Order-20-8      55.64n ±  0%
Del/Btree/Sawtooth/Order-22-8      47.34n ±  1%
Del/Btree/Sawtooth/Order-24-8      54.60n ±  1%
Del/Btree/Sawtooth/Order-26-8      61.35n ±  1%
